33,0,33,16
32,0,32,15
32,0,32,15
33,0,33,16
33,0,33,16
34,0,34,17
34,0,34,16
32,0,32,15
37,0,37,18
36,0,36,17
36,0,36,18
38,0,38,18
37,0,37,18
40,0,40,19
37,0,37,18
34,0,34,16
33,0,33,16
35,0,35,17
37,0,37,18
38,0,38,18
36,0,36,17
36,0,36,17
38,0,38,18
37,0,37,18
36,0,36,17
39,0,39,19
42,0,42,20
42,0,42,20
40,0,40,19
43,0,43,21
41,0,41,19
39,0,39,19
39,0,39,19
40,0,40,19
37,0,37,18
42,0,42,20
34,0,34,16
35,0,35,17
35,0,35,17
34,0,34,17
35,0,35,17
30,0,30,15
31,0,31,15
31,0,31,15
34,0,34,16
32,0,32,15
33,0,33,16
34,0,34,17
32,0,32,15
31,0,31,15
28,0,28,14
27,0,27,13
27,0,27,13
26,0,26,12
25,0,25,12
24,0,24,11
22,0,22,11
22,0,22,10
22,0,22,10
21,0,21,10
18,0,18,9
23,0,23,11
23,0,23,11
23,0,23,11
19,0,19,9
17,0,17,8
17,0,17,8
17,0,17,8
13,0,13,6
11,0,11,5
9,0,9,4
9,0,9,4
10,0,10,5
6,0,6,3
6,0,6,3
7,0,7,3
7,0,7,3
7,0,7,3
9,0,9,4
9,0,9,4
10,0,10,5
6,0,6,3
8,0,8,4
6,0,6,3
6,0,6,3
2,0,2,1
7,0,7,3
8,0,8,4
6,0,6,3
6,0,6,3
6,0,6,3
7,0,7,4
7,0,7,3
7,0,7,3
8,0,8,4
4,0,4,2
6,0,6,3
10,0,10,5
8,0,8,4
7,0,7,3
8,0,8,4
9,0,9,4
6,0,6,3
6,0,6,3
6,0,6,3
4,0,4,2
6,0,6,3
3,0,3,2
6,0,6,3
7,0,7,3
4,0,4,2
3,0,3,1
4,0,4,2
5,0,5,3
6,0,6,3
2,0,2,1
0,0,0,0
2,2,2,1
6,6,6,3
9,9,9,4
10,10,10,5
15,15,15,7
18,18,18,9
18,18,18,8
24,24,24,11
22,22,22,11
27,27,27,13
27,27,27,13
29,29,29,14
38,38,38,18
45,45,45,21
50,50,50,24
53,53,53,25
60,60,60,28
69,69,69,32
77,77,77,36
82,82,82,38
85,85,85,40
85,85,85,40
93,93,93,44
95,95,95,45
97,97,97,45
101,101,101,48
101,101,101,48
101,101,101,48
102,102,102,48
101,101,101,48
106,106,106,50
107,107,107,50
103,103,103,49
106,106,106,50
103,103,103,48
100,100,100,47
100,100,100,47
99,99,99,47
101,101,101,48
101,101,101,48
104,104,104,49
107,107,107,51
103,103,103,48
