1,19,27,56
1,21,29,60
1,22,31,64
1,24,34,70
1,27,38,79
1,28,39,81
1,29,41,84
1,28,40,82
1,26,37,77
1,26,37,77
1,26,37,77
1,27,38,78
1,26,36,75
1,25,35,72
1,25,35,72
1,26,36,75
1,25,35,73
1,27,38,78
1,27,38,78
1,27,38,79
1,26,37,77
1,26,37,77
1,26,37,76
1,26,36,76
1,25,36,75
1,26,36,75
1,25,35,73
1,25,35,73
1,25,35,72
1,25,35,72
1,23,33,68
1,22,31,63
1,21,29,61
1,21,30,62
1,20,29,60
1,21,30,61
1,21,29,60
1,19,27,57
1,19,27,56
0,18,25,52
0,16,23,47
0,16,22,45
0,16,23,48
0,17,24,50
0,18,25,53
0,17,25,51
0,17,24,50
0,16,23,48
0,15,22,45
0,15,21,43
0,16,22,45
0,17,24,49
1,19,27,55
1,20,28,58
1,21,30,62
1,23,33,67
1,23,33,68
1,25,35,72
1,25,35,72
1,25,36,74
1,26,37,76
1,26,37,77
1,26,37,77
1,24,33,69
1,23,32,67
1,22,31,65
1,21,29,60
1,20,29,59
1,20,29,59
1,20,28,58
1,20,29,59
1,20,28,58
1,21,30,61
1,19,28,57
1,18,26,54
0,18,25,53
0,18,25,52
1,18,26,53
1,19,27,55
1,20,28,58
1,19,28,57
1,19,27,56
1,18,26,53
1,19,26,55
1,19,27,55
1,18,26,54
0,17,25,51
0,16,23,47
0,15,21,44
0,15,21,44
0,14,19,40
0,14,19,40
0,14,19,40
0,14,20,41
0,12,18,36
0,10,14,30
0,9,12,25
0,8,11,23
0,6,9,18
0,5,6,13
0,4,5,10
0,4,5,10
0,3,5,10
0,4,5,11
0,4,5,10
0,3,4,9
0,3,4,8
0,2,3,6
0,2,3,6
0,3,4,8
0,4,5,11
0,3,5,10
0,3,4,9
0,3,5,10
0,3,4,9
0,3,4,8
0,2,3,6
0,2,2,5
0,1,2,4
0,0,0,0
3,0,2,6
10,0,6,21
19,0,11,40
33,0,19,68
40,0,24,84
53,0,31,110
62,0,36,128
69,0,40,143
73,0,43,151
76,0,44,157
77,0,45,158
76,0,45,158
77,0,45,160
76,0,45,158
74,0,43,154
73,0,42,151
68,0,40,140
64,0,38,133
62,0,36,128
57,0,34,119
55,0,32,114
50,0,29,104
48,0,28,100
46,0,27,95
45,0,26,93
41,0,24,86
39,0,23,80
36,0,21,74
36,0,21,75
35,0,20,72
33,0,19,69
30,0,17,62
28,0,17,59
27,0,15,55
26,0,15,54
24,0,14,49
20,0,12,42
20,0,12,41
19,0,11,39
17,0,10,36
17,0,10,35
17,0,10,34
16,0,9,33
17,0,10,36
17,0,10,36
17,0,10,36
19,0,11,40
18,0,11,38
19,0,11,39
19,0,11,40
18,0,10,37
17,0,10,36
17,0,10,35
16,0,10,34
15,0,9,31
15,0,9,32
14,0,8,29
13,0,8,27
13,0,7,26
11,0,7,24
11,0,6,22
9,0,5,19
9,0,5,18
9,0,5,19
10,0,6,20
9,0,5,19
10,0,6,21
9,0,5,18
8,0,5,16
8,0,5,16
7,0,4,14
5,0,3,11
4,0,3,9
3,0,2,6
2,0,1,5
2,0,1,4
2,0,1,5
4,0,3,9
5,0,3,11
5,0,3,11
6,0,3,12
6,0,3,12
6,0,4,13
7,0,4,14
5,0,3,11
4,0,2,7
3,0,2,6
2,0,1,4
0,0,0,0
0,0,0,1
0,1,1,3
0,2,3,6
0,3,4,8
0,3,4,9
0,3,4,9
0,3,4,9
0,3,4,9
0,4,5,11
0,4,5,11
0,3,5,10
0,4,5,11
0,5,6,13
0,5,7,14
0,6,8,16
0,9,13,26
0,13,19,38
1,20,29,60
1,28,40,83
1,35,49,102
1,41,58,119
1,44,63,130
1,53,74,154
2,62,88,181
2,71,100,207
2,79,111,231
2,83,117,243
2,88,124,257
3,92,130,270
3,94,133,275
3,93,132,273
3,93,131,272
3,91,129,267
2,88,124,257
2,84,119,246
2,80,113,233
2,74,104,216
2,69,98,202
2,63,90,186
2,60,85,175
2,56,79,164
1,52,74,154
1,49,70,145
1,47,66,137
1,44,62,128
1,41,58,121
1,38,54,112
1,37,52,107
1,37,52,108
1,35,50,104
1,36,51,105
1,34,48,100
1,31,44,91
1,27,38,78
1,24,34,71
1,23,32,67
1,23,33,69
1,26,36,75
1,28,39,82
1,29,42,86
1,31,44,90
1,34,48,100
1,36,51,105
1,39,55,114
1,41,58,121
1,43,60,125
1,43,61,127
1,43,61,125
1,43,61,126
1,41,58,119
1,38,53,110
1,34,48,99
1,32,45,94
1,27,38,79
1,22,31,64
1,19,27,56
0,16,23,47
0,13,18,38
0,12,17,35
0,11,15,31
0,9,13,28
0,8,11,22
0,7,10,20
0,4,6,13
0,2,3,6
0,0,0,1
3,0,2,5
3,0,2,7
3,0,2,6
3,0,2,7
5,0,3,11
12,0,7,25
14,0,8,28
16,0,9,34
18,0,10,37
19,0,11,39
20,0,11,40
21,0,12,43
23,0,13,48
27,0,16,57
34,0,20,71
40,0,23,82
44,0,26,92
48,0,28,99
59,0,34,122
75,0,44,155
90,0,52,185
99,0,58,205
106,0,62,220
110,0,64,227
114,0,67,236
117,0,69,243
121,0,71,251
122,0,71,253
123,0,72,255
124,0,72,256
123,0,72,255
123,0,72,254
121,0,71,251
121,0,71,251
120,0,70,247
117,0,68,243
116,0,68,241
114,0,66,235
111,0,65,231
108,0,63,223
106,0,62,219
101,0,59,209
96,0,56,198
92,0,54,191
87,0,51,181
81,0,47,167
74,0,43,154
69,0,40,142
61,0,36,127
54,0,31,111
50,0,29,103
47,0,27,96
42,0,25,88
39,0,23,80
33,0,19,68
29,0,17,60
25,0,14,51
19,0,11,39
13,0,8,28
10,0,6,21
9,0,5,18
8,0,4,16
8,0,5,17
8,0,4,16
7,0,4,15
8,0,5,16
7,0,4,15
7,0,4,15
4,0,2,8
3,0,1,5
0,0,0,0
0,1,2,4
0,1,2,3
0,1,2,4
0,2,3,6
0,0,0,1
0,1,1,3
0,2,3,6
0,2,3,6
0,3,4,9
0,3,4,8
0,3,5,10
0,3,4,8
0,4,6,12
0,3,5,9
0,3,4,8
0,3,4,9
0,2,3,7
0,3,4,8
0,4,5,10
0,3,4,8
0,2,3,7
0,3,4,9
0,2,3,7
0,3,4,8
0,3,4,9
0,2,3,5
0,1,2,4
0,2,2,5
0,2,3,6
0,1,1,3
0,1,2,3
0,0,0,1
1,0,1,2
0,0,0,1
0,0,0,0
0,1,1,2
0,2,3,6
0,3,4,9
0,4,5,11
0,5,6,13
0,5,7,15
0,6,8,17
0,7,10,21
0,7,11,22
0,8,12,25
0,8,12,25
0,9,12,26
0,9,13,28
0,10,15,30
0,11,16,33
0,13,19,39
0,15,21,43
0,18,25,52
1,19,27,57
1,22,31,64
1,24,34,70
1,26,37,76
1,27,38,80
1,28,39,81
1,29,41,86
1,30,42,87
1,30,42,87
1,30,43,89
1,32,45,93
1,32,45,92
1,31,45,92
1,33,47,97
1,34,49,101
1,35,50,103
1,39,55,113
1,40,57,118
1,40,57,118
1,41,58,120
1,43,60,125
1,44,62,128
1,45,64,132
1,47,66,137
